code,affinity,Kd/Ki,afftype
2jdh,6.51,Kd=0.31uM,Kd
2usn,6.51,Ki=0.31uM,Ki
2xjj,6.51,Kd=0.31uM,Kd
3hf8,6.51,Ki=0.31uM,Ki
3wmc,6.51,Ki=0.31uM,Ki
4fut,6.51,Kd=0.31uM,Kd
4zbi,6.51,Ki=0.31uM,Ki
1alw,6.52,Ki=0.3uM,Ki
1ct8,6.52,Kd=0.3uM,Kd
1g74,6.52,Kd=0.30uM,Kd
1k9s,6.52,Ki=0.30uM,Ki
1qy1,6.52,Kd=0.3uM,Kd
1zhy,6.52,Kd=300nM,Kd
2h4g,6.52,Ki=0.3uM,Ki
2nn7,6.52,Kd=0.3uM,Kd
2nt7,6.52,Ki=0.30uM,Ki
2oxy,6.52,Ki=0.30uM,Ki
2pfy,6.52,Kd=0.3uM,Kd
2zft,6.52,Kd=300nM,Kd
3bva,6.52,Kd=0.30uM,Kd
3dx3,6.52,Ki=300nM,Ki
3hzv,6.52,Kd=0.3uM,Kd
3o9p,6.52,Kd=0.3uM,Kd
4dko,6.52,Kd=0.3uM,Kd
4dkr,6.52,Kd=0.30uM,Kd
4zeb,6.52,Kd=0.3uM,Kd
2p7g,6.53,Kd=0.297uM,Kd
3ama,6.53,Ki=0.297uM,Ki
1drv,6.54,Kd=0.29uM,Kd
1o3l,6.54,Ki=0.29uM,Ki
2h21,6.54,Kd=0.29uM,Kd
2jdk,6.54,Kd=0.29uM,Kd
2zfs,6.54,Kd=287nM,Kd
3d0b,6.54,Kd=0.29uM,Kd
3fuz,6.54,Ki=290nM,Ki
3sr4,6.54,Ki=0.29uM,Ki
4a4v,6.54,Kd=0.287uM,Kd
4aqh,6.54,Kd=0.29uM,Kd
4ht2,6.54,Kd=290nM,Kd
4leq,6.54,Kd=288nM,Kd
4pv5,6.54,Ki=0.29uM,Ki
4uac,6.54,Kd=288nM,Kd
4w9k,6.54,Kd=0.291uM,Kd
5cqu,6.54,Kd=290nM,Kd
1dhj,6.55,Kd=281nM,Kd
1hmr,6.55,Kd=0.28uM,Kd
1hp5,6.55,Ki=280nM,Ki
1n4h,6.55,Ki=0.28uM,Ki
1yc4,6.55,Kd=280nM,Kd
1yda,6.55,Kd=280nM,Kd
2bok,6.55,Ki=0.28uM,Ki
2i3v,6.55,Ki=282nM,Ki
2xxr,6.55,Ki=280nM,Ki
3s0e,6.55,Kd=0.28uM,Kd
4iue,6.55,Kd=0.28uM,Kd
4og3,6.55,Kd=285nM,Kd
2zq2,6.56,Kd=276nM,Kd
4db7,6.56,Kd=0.273uM,Kd
4lbu,6.56,Kd=276nM,Kd
1sld,6.57,Kd=270nM,Kd
2fqy,6.57,Kd=270nM,Kd
2hzl,6.57,Kd=270nM,Kd
2pwc,6.57,Ki=0.27uM,Ki
3ove,6.57,Kd=0.27uM,Kd
3qox,6.57,Ki=0.27uM,Ki
3sax,6.57,Kd=0.27uM,Kd
3tfn,6.57,Ki=0.27uM,Ki
4fs4,6.57,Ki=270nM,Ki
5er2,6.57,Ki=0.27uM,Ki
2p7z,6.58,Kd=0.262uM,Kd
3pb9,6.58,Ki=0.262uM,Ki
4cd4,6.58,Ki=263nM,Ki
1b58,6.59,Kd=260nM,Kd
1c3e,6.59,Ki=260nM,Ki
1fiv,6.59,Ki=260nM,Ki
1izi,6.59,Ki=0.26uM,Ki
2e91,6.59,Ki=0.26uM,Ki
2pvh,6.59,Ki=0.26uM,Ki
2pwr,6.59,Ki=0.26uM,Ki
3gs6,6.59,Ki=0.26uM,Ki
3t8v,6.59,Ki=260nM,Ki
4qnb,6.59,Kd=0.26uM,Kd
4xas,6.59,Ki=260nM,Ki
1b38,6.6,Kd=0.254uM,Kd
1g7g,6.6,Ki=0.25uM,Ki
1jzs,6.6,Ki=0.25uM,Ki
2euk,6.6,Kd=0.25uM,Kd
2f7p,6.6,Ki=0.249uM,Ki
2j4g,6.6,Ki=0.25uM,Ki
2jdp,6.6,Kd=0.25uM,Kd
2wly,6.6,Ki=0.25uM,Ki
3dln,6.6,Ki=249nM,Ki
3ip6,6.6,Kd=0.25uM,Kd
3lxe,6.6,Ki=250nM,Ki
3v3q,6.6,Kd=0.25uM,Kd
4dkq,6.6,Kd=0.25uM,Kd
4h75,6.6,Kd=0.25uM,Kd
4mr6,6.6,Kd=251nM,Kd
4oc1,6.6,Ki=254nM,Ki
4x8o,6.6,Kd=250nM,Kd
4zzd,6.6,Kd=0.25uM,Kd
1afk,6.62,Ki=240nM,Ki
1ii5,6.62,Kd=240nM,Kd
2ews,6.62,Kd=0.24uM,Kd
2j7b,6.62,Kd=240nM,Kd
2jgs,6.62,Kd=0.24uM,Kd
2vwc,6.62,Kd=0.24uM,Kd
3ljo,6.62,Kd=239nM,Kd
3ozp,6.62,Ki=0.24uM,Ki
4btk,6.62,Kd=0.24uM,Kd
4er1,6.62,Ki=0.242uM,Ki
4gfo,6.62,Ki=0.24uM,Ki
4mpn,6.62,Kd=239nM,Kd
4rd0,6.62,Kd=0.24uM,Kd
2x7t,6.63,Ki=232nM,Ki
3f8f,6.63,Kd=236nM,Kd
4lyw,6.63,Kd=237nM,Kd
4xip,6.63,Ki=235nM,Ki
1lcp,6.64,Ki=0.23uM,Ki
1sln,6.64,Ki=0.23uM,Ki
2b1g,6.64,Ki=0.23uM,Ki
2d3z,6.64,Ki=0.23uM,Ki
2za0,6.64,Ki=0.23uM,Ki
3b26,6.64,Kd=0.23uM,Kd
3fee,6.64,Ki=230nM,Ki
2j75,6.65,Kd=225nM,Kd
3mzc,6.65,Ki=226nM,Ki
4yha,6.65,Ki=225nM,Ki
1a4r,6.66,Kd=0.22uM,Kd
1cps,6.66,Ki=0.22uM,Ki
1elc,6.66,Ki=0.22uM,Ki
1o3p,6.66,Ki=0.22uM,Ki
1pxp,6.66,Ki=0.22uM,Ki
1wur,6.66,Ki=0.22uM,Ki
2yz3,6.66,Ki=220nM,Ki
3pwd,6.66,Ki=0.22uM,Ki
3zj6,6.66,Ki=0.22uM,Ki
4jv6,6.66,Kd=217nM,Kd
4v27,6.66,Kd=217nM,Kd
3g19,6.67,Kd=214nM,Kd
1c5x,6.68,Ki=0.21uM,Ki
1mai,6.68,Kd=210nM,Kd
2fqw,6.68,Kd=210nM,Kd
2qbs,6.68,Ki=0.21uM,Ki
3ie3,6.68,Kd=0.21uM,Kd
3o75,6.68,Kd=209nM,Kd
3su1,6.68,Ki=208nM,Ki
3zhx,6.68,Kd=0.21uM,Kd
4ca8,6.68,Ki=210nM,Ki
4ew2,6.68,Ki=0.21uM,Ki
2jew,6.69,Ki=206nM,Ki
2xn5,6.69,Kd=205nM,Kd
1b0h,6.7,Kd=0.20uM,Kd
1b3g,6.7,Kd=200nM,Kd
1dfo,6.7,Ki=0.2uM,Ki
1eld,6.7,Ki=0.20uM,Ki
1f3e,6.7,Ki=0.2uM,Ki
1koj,6.7,Ki=0.2uM,Ki
1nki,6.7,Kd=0.2uM,Kd
2a5s,6.7,Ki=0.2uM,Ki
2eum,6.7,Kd=0.2uM,Kd
2evl,6.7,Kd=0.2uM,Kd
2oxx,6.7,Ki=0.20uM,Ki
2py4,6.7,Kd=0.2uM,Kd
3eko,6.7,Ki=0.2uM,Ki
3hzk,6.7,Kd=0.2uM,Kd
3mhi,6.7,Kd=0.2uM,Kd
3pck,6.7,Kd=0.2uM,Kd
3pgu,6.7,Kd=0.2uM,Kd
3t60,6.7,Ki=0.2uM,Ki
3t64,6.7,Ki=0.2uM,Ki
4ewn,6.7,Kd=0.2uM,Kd
4io2,6.7,Kd=0.2uM,Kd
4jyc,6.7,Kd=0.20uM,Kd
4jz1,6.7,Ki=0.2uM,Ki
4m13,6.7,Kd=0.2uM,Kd
4m14,6.7,Kd=0.2uM,Kd
4o2p,6.7,Ki=0.20uM,Ki
4qhc,6.7,Ki=0.2uM,Ki
2f94,6.71,Ki=195nM,Ki
4cd5,6.71,Ki=194nM,Ki
1rbp,6.72,Kd=0.19uM,Kd
2jdu,6.72,Kd=0.19uM,Kd
2vpn,6.72,Kd=0.19uM,Kd
2xc0,6.72,Ki=192nM,Ki
3aqt,6.72,Kd=0.19uM,Kd
3gst,6.72,Ki=0.19uM,Ki
3l4v,6.72,Ki=0.19uM,Ki
3l4z,6.72,Ki=0.19uM,Ki
4flp,6.72,Kd=190.1nM,Kd
4i74,6.72,Ki=190nM,Ki
4o0a,6.72,Kd=0.19uM,Kd
1wvj,6.73,Ki=185nM,Ki
4pum,6.73,Kd=188.1nM,Kd
4r5b,6.73,Ki=185nM,Ki
5am6,6.73,Kd=185nM,Kd
1add,6.74,Ki=0.18uM,Ki
1usi,6.74,Kd=0.18uM,Kd
2x91,6.74,Ki=180nM,Ki
2zc9,6.74,Ki=180nM,Ki
2zgx,6.74,Ki=180nM,Ki
3dgo,6.74,Kd=180nM,Kd
3fzy,6.74,Kd=0.18uM,Kd
3m67,6.74,Kd=0.18uM,Kd
3oim,6.74,Ki=180nM,Ki
4ca6,6.74,Ki=180nM,Ki
4ew3,6.74,Ki=0.18uM,Ki
4f9y,6.74,Kd=184nM,Kd
4lxz,6.74,Kd=0.182uM,Kd
3ikd,6.75,Ki=0.179uM,Ki
4cwt,6.75,Ki=0.179uM,Ki
2on6,6.76,Ki=172nM,Ki
1o30,6.77,Ki=0.17uM,Ki
1o3j,6.77,Ki=0.17uM,Ki
1om1,6.77,Ki=0.17uM,Ki
1ony,6.77,Ki=0.17uM,Ki
1qb1,6.77,Ki=170nM,Ki
3fas,6.77,Ki=171nM,Ki
3fvn,6.77,Ki=169nM,Ki
3m40,6.77,Kd=0.17uM,Kd
4cwp,6.77,Ki=0.170uM,Ki
4loi,6.77,Kd=0.17uM,Kd
4x48,6.77,Ki=170nM,Ki
3gcu,6.78,Kd=165nM,Kd
2rcb,6.79,Kd=163nM,Kd
3su0,6.79,Ki=162nM,Ki
1fl3,6.8,Kd=0.16uM,Kd
1nq7,6.8,Ki=0.16uM,Ki
2xhm,6.8,Ki=0.16uM,Ki
3c88,6.8,Ki=157nM,Ki
3fx6,6.8,Ki=0.16uM,Ki
3s2v,6.8,Ki=157nM,Ki
4nze,6.8,Ki=160nM,Ki
2uwp,6.81,Ki=154nM,Ki
1drk,6.82,Kd=0.15uM,Kd
1fhd,6.82,Ki=0.15uM,Ki
1jeu,6.82,Kd=150nM,Kd
1k1n,6.82,Kd=153nM,Kd
1lrh,6.82,Kd=0.15uM,Kd
1o38,6.82,Ki=0.15uM,Ki
1uwf,6.82,Kd=0.15uM,Kd
2b1i,6.82,Ki=0.15uM,Ki
2c94,6.82,Kd=0.15uM,Kd
2oxd,6.82,Ki=0.15uM,Ki
2pym,6.82,Kd=150nM,Kd
2rfh,6.82,Ki=0.15uM,Ki
2v8w,6.82,Kd=0.15uM,Kd
2xyd,6.82,Ki=150nM,Ki
2zq0,6.82,Ki=0.15uM,Ki
3m3x,6.82,Kd=0.15uM,Kd
3s75,6.82,Kd=150nM,Kd
3s9t,6.82,Kd=0.15uM,Kd
4nue,6.82,Ki=0.15uM,Ki
4qy3,6.82,Ki=0.15uM,Ki
1bhx,6.84,Ki=0.145uM,Ki
2y5g,6.84,Ki=146nM,Ki
3ewj,6.84,Ki=143nM,Ki
4kn1,6.84,Kd=144nM,Kd
5cep,6.84,Ki=0.145uM,Ki
1ele,6.85,Ki=0.14uM,Ki
1g30,6.85,Ki=140nM,Ki
1lkk,6.85,Kd=140nM,Kd
1os5,6.85,Kd=0.14uM,Kd
1q72,6.85,Kd=0.14uM,Kd
1qyg,6.85,Kd=0.14uM,Kd
1xk9,6.85,Ki=140nM,Ki
1xt8,6.85,Kd=0.14uM,Kd
3pn4,6.85,Ki=140nM,Ki
3s8o,6.85,Kd=0.14uM,Kd
4k3h,6.85,Kd=140nM,Kd
3aid,6.86,Ki=137nM,Ki
1cgl,6.87,Ki=0.135uM,Ki
3qin,6.87,Kd=136nM,Kd
3tmk,6.87,Kd=135nM,Kd
4mhz,6.87,Ki=0.134uM,Ki
4re4,6.87,Ki=135nM,Ki
4rvr,6.87,Kd=136nM,Kd
1xka,6.88,Ki=131nM,Ki
3u3u,6.88,Kd=133.3nM,Kd
4bco,6.88,Ki=0.131uM,Ki
1b3f,6.89,Kd=130nM,Kd
1fh8,6.89,Ki=0.13uM,Ki
1jev,6.89,Kd=130nM,Kd
1sb1,6.89,Ki=0.128uM,Ki
1uz1,6.89,Ki=130nM,Ki
2bfq,6.89,Kd=0.13uM,Kd
2dri,6.89,Kd=0.13uM,Kd
2e92,6.89,Ki=0.13uM,Ki
2f34,6.89,Kd=0.13uM,Kd
2r3w,6.89,Ki=0.128uM,Ki
2vk2,6.89,Kd=0.13uM,Kd
3hu3,6.89,Kd=0.13uM,Kd
3l4x,6.89,Ki=0.13uM,Ki
3r4n,6.89,Ki=0.13uM,Ki
4g4p,6.89,Kd=0.13uM,Kd
4x8v,6.89,Ki=130nM,Ki
4yik,6.89,Ki=0.128uM,Ki
1k1l,6.9,Kd=125nM,Kd
3cow,6.9,Kd=0.125uM,Kd
3uyr,6.9,Kd=127nM,Kd
4zzx,6.9,Kd=0.125uM,Kd
3evd,6.91,Kd=124nM,Kd
4bcm,6.91,Ki=0.123uM,Ki
1a9m,6.92,Ki=119nM,Ki
1k6v,6.92,Kd=120nM,Kd
1o2j,6.92,Ki=0.12uM,Ki
1pkx,6.92,Ki=0.12uM,Ki
1swr,6.92,Kd=0.12uM,Kd
2d3u,6.92,Ki=0.12uM,Ki
2uy0,6.92,Ki=120nM,Ki
3bl0,6.92,Ki=121nM,Ki
3lir,6.92,Ki=119nM,Ki
3r1v,6.92,Kd=0.12uM,Kd
3wto,6.92,Kd=0.119uM,Kd
4qtl,6.92,Kd=120nM,Kd
2weo,6.93,Kd=118nM,Kd
4rn4,6.94,Ki=114nM,Ki
4xir,6.94,Ki=115nM,Ki
1tcx,6.95,Ki=112nM,Ki
4k9y,6.95,Kd=0.111uM,Kd
4q4s,6.95,Kd=111.6nM,Kd
1atr,6.96,Kd=110nM,Kd
1c5c,6.96,Kd=110nM,Kd
1gj8,6.96,Ki=0.11uM,Ki
1gvw,6.96,Ki=110nM,Ki
1oyq,6.96,Ki=110nM,Ki
1x8j,6.96,Ki=0.11uM,Ki
3exe,6.96,Kd=0.11uM,Kd
3pn1,6.96,Ki=110nM,Ki
4cg8,6.96,Kd=0.11uM,Kd
4i54,6.96,Kd=0.11uM,Kd
4jyb,6.96,Kd=0.11uM,Kd
4loh,6.96,Kd=0.11uM,Kd
4rpn,6.96,Kd=110nM,Kd
3t84,6.97,Ki=106nM,Ki
4nj9,6.97,Kd=108nM,Kd
4xar,6.97,Ki=107nM,Ki
1my4,6.98,Ki=105nM,Ki
3hv8,6.98,Kd=104.2nM,Kd
3t83,6.98,Ki=105nM,Ki
4att,6.98,Kd=104.6nM,Kd
3slz,6.99,Ki=102nM,Ki
4bcs,6.99,Kd=103nM,Kd
4fai,6.99,Ki=101.3nM,Ki
1ch8,7.0,Ki=0.1uM,Ki
1fki,7.0,Ki=100nM,Ki
1fpc,7.0,Ki=0.1uM,Ki
1gj6,7.0,Ki=0.10uM,Ki
1oth,7.0,Ki=0.1uM,Ki
1zoh,7.0,Ki=100nM,Ki
2gyi,7.0,Ki<=100nM,Ki<
2j7g,7.0,Kd=100nM,Kd
2wzf,7.0,Kd=100nM,Kd
3bbb,7.0,Kd=100nM,Kd
3drf,7.0,Kd=0.1uM,Kd
3drg,7.0,Kd=0.1uM,Kd
3kdm,7.0,Kd=0.1uM,Kd
3l4y,7.0,Ki=0.10uM,Ki
3mhm,7.0,Kd=0.1uM,Kd
3t82,7.0,Ki=101nM,Ki
3wtm,7.0,Kd=0.100uM,Kd
3wzn,7.0,Kd=0.10uM,Kd
3zyu,7.0,Kd=0.1uM,Kd
4b6o,7.0,Ki=100nM,Ki
4dew,7.0,Kd=0.10uM,Kd
4fcq,7.0,Kd=0.101uM,Kd
4n3l,7.0,Ki=100nM,Ki
4riv,7.0,Ki=100nM,Ki
5boj,7.0,Kd=100nM,Kd
5fl4,7.0,Ki=101nM,Ki
3nht,7.01,Kd=98nM,Kd
1ypj,7.02,Ki=95nM,Ki
2vwl,7.02,Ki=95nM,Ki
3cdb,7.02,Kd=95.7nM,Kd
3igp,7.02,Ki=94.5nM,Ki
3n4b,7.02,Ki=96nM,Ki
3pbb,7.02,Ki=0.095uM,Ki
1b1h,7.03,Kd=0.093uM,Kd
2vwm,7.03,Ki=93nM,Ki
4av4,7.03,Kd=94.3nM,Kd
4ql1,7.03,Kd=93nM,Kd
3mtw,7.04,Ki=92nM,Ki
3wtl,7.04,Kd=0.092uM,Kd
3wtn,7.04,Kd=0.091uM,Kd
4p6x,7.04,Ki=91nM,Ki
1b5i,7.05,Kd=90nM,Kd
1xug,7.05,Ki=0.09uM,Ki
2bq7,7.05,Ki=89nM,Ki
2jxr,7.05,Ki=90nM,Ki
3ahn,7.05,Ki=90.1nM,Ki
3aho,7.05,Ki=88.9nM,Ki
3i4y,7.05,Ki=0.09uM,Ki
3s0d,7.05,Kd=90nM,Kd
4h3j,7.05,Ki=90nM,Ki
1ui0,7.06,Ki=88nM,Ki
3po6,7.06,Ki=87.3nM,Ki
4cwq,7.06,Ki=0.088uM,Ki
4zzz,7.06,Kd=0.087uM,Kd
5e2r,7.06,Ki=86.2nM,Ki
1ydd,7.07,Kd=86nM,Kd
2ate,7.07,Kd=86nM,Kd
2f9k,7.07,Ki=85.9nM,Ki
3cl0,7.07,Ki=84.8nM,Ki
3ryv,7.07,Kd=86nM,Kd
3u7k,7.07,Ki=84.9nM,Ki
4oc5,7.07,Ki=85nM,Ki
4qew,7.07,Kd=86nM,Kd
4xiq,7.07,Ki=86nM,Ki
1xpz,7.08,Kd=84nM,Kd
2hnx,7.08,Kd=83nM,Kd
3rlp,7.08,Kd=84nM,Kd
4emf,7.08,Kd=83.9nM,Kd
1yq7,7.09,Ki=82.2nM,Ki
2bz6,7.09,Ki=0.081uM,Ki
3f7h,7.09,Ki=82nM,Ki
4c1u,7.09,Kd=81nM,Kd
4ghi,7.09,Kd=81nM,Kd
1b32,7.1,Kd=79nM,Kd
2f7i,7.1,Kd=80nM,Kd
2il2,7.1,Kd=79nM,Kd
2v57,7.1,Kd=79nM,Kd
2wjg,7.1,Kd=0.08uM,Kd
3ebi,7.1,Ki=79nM,Ki
3hky,7.1,Kd=80nM,Kd
3udd,7.1,Kd=79nM,Kd
4azg,7.1,Kd=79.05nM,Kd
4bny,7.1,Ki=0.08uM,Ki
4w97,7.1,Kd=0.08uM,Kd
4ymx,7.1,Kd=79nM,Kd
3u15,7.11,Kd=0.078uM,Kd
4xe1,7.11,Ki=77.3nM,Ki
1b05,7.12,Kd=75nM,Kd
1b52,7.12,Kd=76nM,Kd
1nz7,7.12,Ki=0.076uM,Ki
1xd0,7.12,Ki=0.075uM,Ki
2pov,7.12,Ki=75nM,Ki
2x2r,7.12,Ki=76.2nM,Ki
3dx4,7.12,Ki=76nM,Ki
3hww,7.12,Kd=75nM,Kd
4bzs,7.12,Ki=75nM,Ki
4daf,7.12,Kd=0.076uM,Kd
4e0x,7.12,Ki=76nM,Ki
5upj,7.12,Ki=75nM,Ki
1o3d,7.13,Ki=0.074uM,Ki
2j7d,7.13,Kd=74nM,Kd
3zc5,7.13,Ki=74nM,Ki
4arw,7.13,Kd=0.074uM,Kd
4b6p,7.13,Ki=74nM,Ki
4kx8,7.13,Ki=74nM,Ki
4zbf,7.13,Ki=0.074uM,Ki
2pv1,7.14,Kd=73nM,Kd
2vot,7.14,Ki=72nM,Ki
3ffp,7.14,Ki=72.5nM,Ki
3n7o,7.14,Ki=72nM,Ki
4ks4,7.14,Ki=72nM,Ki
4wov,7.14,Ki=72nM,Ki
4xaq,7.14,Ki=71.7nM,Ki
1elb,7.15,Ki=70nM,Ki
1fch,7.15,Kd=70nM,Kd
1xr9,7.15,Kd=70nM,Kd
1zog,7.15,Ki=70nM,Ki
2fqx,7.15,Kd=71nM,Kd
2qnn,7.15,Ki=0.07uM,Ki
3fql,7.15,Kd=71nM,Kd
3n9r,7.15,Ki=70nM,Ki
4c1t,7.15,Kd=70.8nM,Kd
4ko8,7.15,Kd=0.07uM,Kd
4xt2,7.15,Kd=70nM,Kd
1f0u,7.16,Ki=69nM,Ki
4iva,7.16,Ki=68.4nM,Ki
4o9w,7.16,Kd=69.91nM,Kd
1g36,7.17,Ki=67nM,Ki
1o2h,7.17,Ki=0.068uM,Ki
2doo,7.17,Kd=67nM,Kd
2i6b,7.17,Kd=68nM,Kd
3el4,7.17,Kd=67.4nM,Kd
4i9h,7.17,Kd=0.068uM,Kd
4o0x,7.17,Ki=68nM,Ki
5bv3,7.17,Kd=68nM,Kd
2q63,7.18,Kd=66nM,Kd
2xj2,7.18,Kd=66nM,Kd
1fcx,7.19,Kd=64nM,Kd
1gi4,7.19,Ki=0.065uM,Ki
1hsl,7.19,Kd=0.064uM,Kd
1q7a,7.19,Kd=64nM,Kd
1z9y,7.19,Ki=65nM,Ki
3f19,7.19,Kd=65.1nM,Kd
3gdt,7.19,Ki=64nM,Ki
3nsn,7.19,Ki=65nM,Ki
4app,7.19,Ki=0.064uM,Ki
5am7,7.19,Kd=64.5nM,Kd
2pow,7.2,Ki=63nM,Ki
2pqb,7.2,Kd=63nM,Kd
3c79,7.2,Kd=63nM,Kd
3k2f,7.2,Ki=63nM,Ki
3mz6,7.2,Ki=63nM,Ki
4g8n,7.2,Kd=63nM,Kd
2yek,7.21,Kd=61.3nM,Kd
3f1a,7.21,Kd=61.1nM,Kd
3s77,7.21,Kd=61nM,Kd
3v7t,7.21,Ki=62nM,Ki
4av5,7.21,Kd=61.0nM,Kd
4b73,7.21,Kd=0.062uM,Kd
5bwc,7.21,Ki=0.061uM,Ki
1gvx,7.22,Ki=60nM,Ki
1lan,7.22,Ki=60nM,Ki
1sw2,7.22,Kd=60nM,Kd
2epn,7.22,Ki=60nM,Ki
2h6t,7.22,Ki=60nM,Ki
2hnc,7.22,Ki=60nM,Ki
3cyz,7.22,Kd=60.0nM,Kd
3dzt,7.22,Kd=60.2nM,Kd
3k99,7.22,Ki=60nM,Ki
3m35,7.22,Ki=60nM,Ki
3m96,7.22,Kd=60nM,Kd
3pcj,7.22,Kd=0.06uM,Kd
3uz5,7.22,Ki=0.06uM,Ki
4o0y,7.22,Ki=60nM,Ki
3f8e,7.23,Ki=59nM,Ki
4avh,7.23,Kd=59.5nM,Kd
4djx,7.23,Ki=59nM,Ki
4lxd,7.23,Ki=59nM,Ki
4pyy,7.23,Kd=59nM,Kd
1g2l,7.24,Ki=57nM,Ki
2psv,7.24,Ki=58nM,Ki
3ikg,7.24,Ki=0.057uM,Ki
3n3g,7.24,Ki=58nM,Ki
3o84,7.24,Kd=58nM,Kd
3p3t,7.24,Kd=57.91nM,Kd
4azb,7.24,Kd=57.69nM,Kd
4fm7,7.24,Kd=57nM,Kd
4ha5,7.24,Ki=58nM,Ki
4r75,7.24,Kd=57nM,Kd
1jet,7.25,Kd=56nM,Kd
2ces,7.25,Kd=56nM,Kd
2ole,7.25,Ki=56.2nM,Ki
2qbw,7.25,Kd=56nM,Kd
3gcs,7.25,Kd=56nM,Kd
3mhl,7.25,Kd=0.056uM,Kd
3p3r,7.25,Kd=56.05nM,Kd
1dhi,7.26,Kd=55nM,Kd
1mrx,7.26,Kd=55nM,Kd
2qzr,7.26,Ki=55nM,Ki
2xib,7.26,Kd=55.1nM,Kd
3cz1,7.26,Kd=55.0nM,Kd
4ly1,7.26,Kd=0.0552uM,Kd
4nnr,7.26,Kd=55nM,Kd
4itp,7.27,Ki=54nM,Ki
4xit,7.27,Ki=54nM,Ki
1b40,7.28,Kd=53nM,Kd
1hii,7.28,Ki=53nM,Ki
1kel,7.28,Kd=52nM,Kd
2ceq,7.28,Ki=53nM,Ki
2cgr,7.28,Kd=53nM,Kd
2pql,7.28,Kd=53nM,Kd
2qhz,7.28,Ki=53nM,Ki
2yel,7.28,Kd=52.5nM,Kd
3a6t,7.28,Kd=52nM,Kd
3fl5,7.28,Ki=52nM,Ki
3o7u,7.28,Ki=52nM,Ki
3sbh,7.28,Kd=52nM,Kd
3u7l,7.28,Ki=52.4nM,Ki
4alx,7.28,Ki=52nM,Ki
4m2w,7.28,Ki=52nM,Ki
4qjx,7.28,Kd=52nM,Kd
5cap,7.28,Ki=52nM,Ki
3ccz,7.29,Kd=51.7nM,Kd
4do4,7.29,Ki=51nM,Ki
4iwz,7.29,Ki=51nM,Ki
1o3i,7.3,Ki=0.05uM,Ki
1sw1,7.3,Kd=50nM,Kd
1tmn,7.3,Ki=50nM,Ki
1zge,7.3,Ki=50nM,Ki
2i3i,7.3,Ki=0.05uM,Ki
2qi1,7.3,Ki=50nM,Ki
2uxi,7.3,Kd=0.05uM,Kd
3c52,7.3,Ki=0.05uM,Ki
3n0n,7.3,Ki=50nM,Ki
3r16,7.3,Ki=50nM,Ki
3s8x,7.3,Kd=0.05uM,Kd
4b1j,7.3,Kd=50.0nM,Kd
4qiy,7.3,Kd=50nM,Kd
4qyy,7.3,Kd=0.05uM,Kd
4riu,7.3,Ki=50nM,Ki
4sga,7.3,Ki=50nM,Ki
1o1s,7.31,Ki=49nM,Ki
3uod,7.31,Kd=49nM,Kd
4nyf,7.31,Kd=49nM,Kd
2j7e,7.32,Kd=48nM,Kd
3ipu,7.32,Ki=48nM,Ki
3kv2,7.32,Kd=47.51nM,Kd
4c9x,7.32,Kd=48nM,Kd
4qj0,7.32,Kd=48nM,Kd
2j2u,7.33,Ki=47nM,Ki
2r2m,7.33,Ki=47.1nM,Ki
4ayq,7.33,Kd=47nM,Kd
1uw6,7.34,Kd=45.2nM,Kd
2gv6,7.34,Ki=46nM,Ki
2vvs,7.34,Ki=46nM,Ki
2ydw,7.34,Kd=46.0nM,Kd
3f7i,7.34,Ki=46nM,Ki
4mnp,7.34,Kd=45.5nM,Kd
1qkb,7.35,Kd=45nM,Kd
1ttm,7.35,Kd=45nM,Kd
3rtf,7.35,Ki=45nM,Ki
3s6t,7.35,Ki=45nM,Ki
3su2,7.35,Ki=44.8nM,Ki
3zdh,7.35,Ki=45nM,Ki
4z93,7.35,Kd=44.6nM,Kd
1k6p,7.36,Kd=44nM,Kd
1swg,7.36,Kd=43.9nM,Kd
4ca7,7.36,Ki=44nM,Ki
4gu6,7.36,Kd=44nM,Kd
4q6d,7.36,Kd=43.5nM,Kd
4xmb,7.36,Kd=44nM,Kd
5fl6,7.36,Ki=43.6nM,Ki
1b51,7.37,Kd=43nM,Kd
1cnx,7.37,Kd=43nM,Kd
1fao,7.37,Kd=0.043uM,Kd
3dp4,7.37,Kd=43nM,Kd
3f7g,7.37,Ki=43nM,Ki
3m5e,7.37,Kd=0.043uM,Kd
1bxq,7.38,Ki=42nM,Ki
1qf0,7.38,Ki=42nM,Ki
2qi0,7.38,Ki=42nM,Ki
4hfp,7.38,Kd=42nM,Kd
4o07,7.38,Ki=42nM,Ki
5ceq,7.38,Ki=0.042uM,Ki
1d3p,7.39,Kd=41nM,Kd
2hzy,7.39,Ki=41nM,Ki
3mna,7.39,Ki=41nM,Ki
3p5l,7.39,Ki=40.8nM,Ki
4na9,7.39,Ki=41nM,Ki
1b55,7.4,Kd=40nM,Kd
1drj,7.4,Kd=0.040uM,Kd
1f8c,7.4,Ki=0.04uM,Ki
1k1m,7.4,Kd=40nM,Kd
1oar,7.4,Kd=40nM,Kd
1r6n,7.4,Kd=40nM,Kd
1zoe,7.4,Ki=40nM,Ki
2bpy,7.4,Ki=39.8nM,Ki
2i3h,7.4,Ki=0.04uM,Ki
3f18,7.4,Kd=39.5nM,Kd
3re4,7.4,Kd=40nM,Kd
3rlq,7.4,Ki=40nM,Ki
